demanda_id,dia,empilhadeira_id,operador_id,tipo,zona_origem,zona_destino,x_origem,y_origem,x_destino,y_destino,distancia_euclidiana_m,distancia_percorrida_m,peso_kg,prioridade,sku,timestamp_inicio,hora_do_dia,dia_semana,tempo_real_min,tempo_estimado_min,congestionamento_medio
210,0,9,8632,rack_para_expedicao,armazenagem,expedicao,44.8,9.777777777777779,90.0,30.0,49.517454211671044,51.8,1009.6,alta,SKU-2528,2026-01-05 16:11:57.000000000,16,0,0.483,0.365,0.495
236,0,9,8632,rack_para_expedicao,armazenagem,expedicao,65.6,38.666666666666664,90.0,30.0,25.893456916972507,25.9,338.8,alta,SKU-5887,2026-01-05 16:16:44.000000000,16,0,0.233,0.183,0.535
75,0,9,8632,rack_para_expedicao,armazenagem,expedicao,76.0,44.44444444444444,90.0,30.0,20.11571463579263,20.1,895.4,alta,SKU-6892,2026-01-05 16:35:39.000000000,16,0,0.167,0.142,0.27
49,0,10,4714,rack_para_expedicao,armazenagem,expedicao,76.0,44.44444444444444,90.0,30.0,20.11571463579263,20.1,815.1,alta,SKU-6892,2026-01-05 08:09:52.000000000,8,0,0.167,0.142,0.399
207,0,10,4714,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,27.11111111111111,34.91970330647649,34.9,1215.3,normal,SKU-5555,2026-01-05 08:17:13.000000000,8,0,0.333,0.246,0.539
28,0,10,4714,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,32.888888888888886,66.06319458679201,66.1,703.6,baixa,SKU-3047,2026-01-05 09:45:50.000000000,9,0,0.667,0.466,0.719
334,0,10,4603,rack_para_expedicao,armazenagem,expedicao,76.0,50.22222222222222,90.0,30.0,24.595492912420728,24.6,532.4,normal,SKU-7184,2026-01-05 11:07:38.000000000,11,0,0.183,0.174,0.259
371,0,10,4603,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,44.44444444444444,67.56213418260737,67.7,1246.8,normal,SKU-5859,2026-01-05 11:47:10.000000000,11,0,0.633,0.478,0.481
238,0,10,4603,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,15.555555555555555,67.56213418260737,67.7,495.1,alta,SKU-3062,2026-01-05 11:58:03.000000000,11,0,0.567,0.478,0.488
125,0,10,4603,rack_para_expedicao,armazenagem,expedicao,55.2,44.44444444444444,90.0,30.0,37.67866737702704,37.7,1383.8,normal,SKU-4843,2026-01-05 12:43:48.000000000,12,0,0.4,0.266,0.67
142,0,10,4603,rack_para_expedicao,armazenagem,expedicao,76.0,27.11111111111111,90.0,30.0,14.294952920955902,14.3,972.9,normal,SKU-3027,2026-01-05 12:59:41.000000000,12,0,0.2,0.101,1.0
170,0,10,4603,rack_para_rack,armazenagem,armazenagem,65.6,21.333333333333332,65.6,50.22222222222222,28.88888888888889,29.4,1287.0,baixa,SKU-7439,2026-01-05 13:08:47.000000000,13,0,0.35,0.207,0.734
201,0,10,4603,rack_para_expedicao,armazenagem,expedicao,76.0,21.333333333333332,90.0,30.0,16.465452046971293,16.5,397.1,normal,SKU-6463,2026-01-05 13:16:48.000000000,13,0,0.183,0.116,0.814
276,0,10,4603,rack_para_expedicao,armazenagem,expedicao,65.6,56.0,90.0,30.0,35.65613551690649,35.7,474.5,normal,SKU-8208,2026-01-05 13:23:47.000000000,13,0,0.283,0.252,0.41
350,0,10,4346,rack_para_expedicao,armazenagem,expedicao,44.8,50.22222222222222,90.0,30.0,49.517454211671044,51.8,31.5,normal,SKU-8041,2026-01-05 14:03:02.000000000,14,0,0.517,0.365,0.787
231,0,10,4346,rack_para_rack,armazenagem,armazenagem,76.0,32.888888888888886,34.4,38.666666666666664,41.99931804267044,42.0,678.7,alta,SKU-6258,2026-01-05 14:08:41.000000000,14,0,0.433,0.296,0.729
12,0,10,4346,rack_para_expedicao,armazenagem,expedicao,44.8,15.555555555555555,90.0,30.0,47.45189116682961,47.6,671.4,normal,SKU-4556,2026-01-05 14:11:43.000000000,14,0,0.55,0.336,0.864
225,0,10,4346,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,27.11111111111111,24.570422849685464,24.6,1487.9,normal,SKU-6311,2026-01-05 14:23:15.000000000,14,0,0.267,0.173,0.666
250,0,10,4346,rack_para_expedicao,armazenagem,expedicao,65.6,38.666666666666664,90.0,30.0,25.893456916972507,25.9,1092.1,alta,SKU-5887,2026-01-05 14:25:47.000000000,14,0,0.3,0.183,0.81
202,0,10,4346,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,56.0,29.5296461204668,29.5,876.3,normal,SKU-9006,2026-01-05 14:40:13.000000000,14,0,0.25,0.208,0.37
211,0,10,4346,rack_para_rack,armazenagem,armazenagem,76.0,32.888888888888886,55.2,21.333333333333332,23.79434521472551,23.8,702.6,normal,SKU-6258,2026-01-05 14:41:57.000000000,14,0,0.25,0.168,0.723
196,0,10,4346,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,32.888888888888886,55.6750004850682,55.7,802.2,normal,SKU-6892,2026-01-05 15:14:52.000000000,15,0,0.483,0.393,0.456
318,0,10,4346,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,32.888888888888886,14.294952920955902,14.3,1092.9,normal,SKU-9433,2026-01-05 16:01:55.000000000,16,0,0.15,0.101,0.643
248,0,10,4346,rack_para_expedicao,armazenagem,expedicao,55.2,4.0,90.0,30.0,43.440073664762586,44.2,626.7,normal,SKU-8099,2026-01-05 16:05:50.000000000,16,0,0.367,0.312,0.383
332,0,10,4346,rack_para_rack,armazenagem,armazenagem,24.0,15.555555555555555,24.0,56.0,40.44444444444444,40.4,397.8,baixa,SKU-6191,2026-01-05 16:13:03.000000000,16,0,0.283,0.285,0.183
98,0,10,4346,rack_para_expedicao,armazenagem,expedicao,34.4,32.888888888888886,90.0,30.0,55.67500048506821,55.7,71.5,normal,SKU-3047,2026-01-05 16:38:40.999999999,16,0,0.433,0.393,0.408
95,0,10,4346,rack_para_expedicao,armazenagem,expedicao,76.0,4.0,90.0,30.0,29.5296461204668,29.5,1624.3,baixa,SKU-3062,2026-01-05 16:40:19.999999999,16,0,0.233,0.208,0.176
185,0,10,4346,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,27.11111111111111,24.570422849685464,24.6,1241.7,normal,SKU-6892,2026-01-05 16:45:07.000000000,16,0,0.217,0.173,0.402
167,0,11,4379,rack_para_expedicao,armazenagem,expedicao,76.0,4.0,90.0,30.0,29.5296461204668,29.5,599.4,normal,SKU-3062,2026-01-05 08:00:55.000000000,8,0,0.217,0.208,0.253
214,0,11,4379,rack_para_rack,armazenagem,armazenagem,55.2,56.0,34.4,38.666666666666664,27.07553220980974,27.1,462.7,normal,SKU-1161,2026-01-05 08:04:53.000000000,8,0,0.2,0.191,0.166
235,0,11,4379,rack_para_expedicao,armazenagem,expedicao,76.0,9.777777777777779,90.0,30.0,24.595492912420728,24.6,146.0,normal,SKU-1064,2026-01-05 08:08:55.000000000,8,0,0.183,0.174,0.303
36,0,11,4379,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,38.666666666666664,35.86294900187533,35.9,986.8,normal,SKU-9666,2026-01-05 08:20:13.000000000,8,0,0.367,0.253,0.665
165,0,11,4379,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,27.11111111111111,34.91970330647649,34.9,750.8,alta,SKU-7396,2026-01-05 08:27:50.000000000,8,0,0.333,0.246,0.594
51,0,11,4379,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,15.555555555555555,20.115714635792635,20.1,1603.7,baixa,SKU-6892,2026-01-05 08:33:47.999999999,8,0,0.183,0.142,0.362
307,0,11,4379,rack_para_expedicao,armazenagem,expedicao,34.4,9.777777777777779,90.0,30.0,59.16331863245112,59.5,224.5,normal,SKU-5555,2026-01-05 08:45:36.000000000,8,0,0.617,0.42,0.78
70,0,11,4379,rack_para_rack,armazenagem,armazenagem,65.6,4.0,55.2,15.555555555555555,15.546410009951837,15.5,359.4,alta,SKU-1995,2026-01-05 08:53:47.000000000,8,0,0.117,0.11,0.173
242,0,11,4379,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,9.777777777777779,59.163318632451116,59.5,1030.3,alta,SKU-7184,2026-01-05 09:03:58.000000000,9,0,0.633,0.42,0.698
220,0,11,4379,rack_para_rack,armazenagem,armazenagem,44.8,44.44444444444444,76.0,21.333333333333332,38.827354491262,38.9,1022.4,normal,SKU-8513,2026-01-05 09:07:53.000000000,9,0,0.417,0.274,0.683
133,0,11,4379,rack_para_rack,armazenagem,armazenagem,34.4,27.11111111111111,44.8,44.44444444444444,20.21396656879704,20.2,313.1,baixa,SKU-3558,2026-01-05 09:30:54.000000000,9,0,0.183,0.143,0.58
180,0,11,4379,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,50.22222222222222,40.24895367093334,40.3,781.7,normal,SKU-6258,2026-01-05 10:21:49.000000000,10,0,0.383,0.285,0.558
268,0,11,4833,rack_para_expedicao,armazenagem,expedicao,55.2,15.555555555555555,90.0,30.0,37.67866737702704,37.7,724.2,normal,SKU-9226,2026-01-05 11:04:47.000000000,11,0,0.35,0.266,0.56
168,0,11,4833,rack_para_expedicao,armazenagem,expedicao,34.4,56.0,90.0,30.0,61.37882370981054,62.9,551.6,baixa,SKU-5658,2026-01-05 11:43:01.000000000,11,0,0.533,0.444,0.467
224,0,11,4833,rack_para_expedicao,armazenagem,expedicao,55.2,27.11111111111111,90.0,30.0,34.91970330647649,34.9,1215.7,normal,SKU-2585,2026-01-05 12:22:52.000000000,12,0,0.417,0.246,0.812
87,0,11,4833,rack_para_expedicao,armazenagem,expedicao,24.0,44.44444444444444,90.0,30.0,67.56213418260737,67.7,522.8,alta,SKU-1769,2026-01-05 13:00:12.000000000,13,0,0.717,0.478,0.779
205,0,11,4833,rack_para_rack,armazenagem,armazenagem,65.6,27.11111111111111,55.2,32.888888888888886,11.897172607362748,11.9,723.2,normal,SKU-7863,2026-01-05 13:14:48.000000000,13,0,0.117,0.084,0.662
8,0,11,4833,rack_para_rack,armazenagem,armazenagem,24.0,38.666666666666664,34.4,4.0,36.19306256422324,36.4,1230.8,normal,SKU-9322,2026-01-05 13:39:47.000000000,13,0,0.35,0.257,0.559
344,0,11,7614,rack_para_expedicao,armazenagem,expedicao,44.8,21.333333333333332,90.0,30.0,46.02337570312625,46.0,787.9,alta,SKU-9838,2026-01-05 14:09:39.000000000,14,0,0.55,0.325,0.887
14,0,11,7614,rack_para_expedicao,armazenagem,expedicao,65.6,32.888888888888886,90.0,30.0,24.57042284968547,24.6,731.2,alta,SKU-9529,2026-01-05 14:17:47.000000000,14,0,0.3,0.173,0.933
281,0,11,7614,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,4.0,61.37882370981053,62.9,1890.5,baixa,SKU-6892,2026-01-05 15:02:11.000000000,15,0,0.617,0.444,0.423
263,0,11,7614,rack_para_expedicao,armazenagem,expedicao,65.6,27.11111111111111,90.0,30.0,24.57042284968547,24.6,1232.0,normal,SKU-7863,2026-01-05 15:22:41.000000000,15,0,0.283,0.173,0.738
20,0,11,7614,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,27.11111111111111,45.29222537050201,45.3,932.7,baixa,SKU-8734,2026-01-05 16:03:08.000000000,16,0,0.367,0.32,0.344
234,0,11,7614,rack_para_expedicao,armazenagem,expedicao,44.8,27.11111111111111,90.0,30.0,45.29222537050201,45.3,142.0,normal,SKU-6393,2026-01-05 16:08:35.000000000,16,0,0.383,0.32,0.504
289,0,11,7614,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,15.555555555555555,67.56213418260737,67.7,293.3,normal,SKU-8099,2026-01-05 16:59:08.000000000,16,0,0.517,0.478,0.359
288,0,12,3873,rack_para_expedicao,armazenagem,expedicao,76.0,56.0,90.0,30.0,29.5296461204668,29.5,752.7,normal,SKU-7278,2026-01-05 08:12:08.000000000,8,0,0.233,0.208,0.289
17,0,12,3873,rack_para_expedicao,armazenagem,expedicao,76.0,56.0,90.0,30.0,29.5296461204668,29.5,618.7,normal,SKU-7278,2026-01-05 08:14:43.000000000,8,0,0.233,0.208,0.302
373,0,12,3873,rack_para_expedicao,armazenagem,expedicao,24.0,44.44444444444444,90.0,30.0,67.56213418260737,67.7,555.7,baixa,SKU-1769,2026-01-05 08:48:10.000000000,8,0,0.7,0.478,0.746
116,0,12,3873,rack_para_rack,armazenagem,armazenagem,44.8,38.666666666666664,24.0,38.666666666666664,20.799999999999997,20.8,1095.5,normal,SKU-9433,2026-01-05 08:51:59.000000000,8,0,0.2,0.147,0.597
323,0,12,3873,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,21.333333333333332,66.56659155395529,66.6,591.5,baixa,SKU-8555,2026-01-05 09:05:39.000000000,9,0,0.683,0.47,0.726
68,0,12,3873,rack_para_expedicao,armazenagem,expedicao,65.6,9.777777777777779,90.0,30.0,31.690665370183353,33.9,747.6,normal,SKU-8629,2026-01-05 09:25:40.000000000,9,0,0.35,0.239,0.705
284,0,12,3873,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,15.555555555555555,37.67866737702704,37.7,804.8,normal,SKU-4152,2026-01-05 10:21:15.000000000,10,0,0.35,0.266,0.53
362,0,12,3873,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,15.555555555555555,20.115714635792635,20.1,948.5,baixa,SKU-1769,2026-01-05 10:53:47.000000000,10,0,0.167,0.142,0.287
188,0,12,3710,rack_para_rack,armazenagem,armazenagem,34.4,27.11111111111111,55.2,4.0,31.09282001990369,33.2,1236.4,normal,SKU-3558,2026-01-05 11:50:37.000000000,11,0,0.3,0.235,0.354
186,0,12,3710,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,56.0,70.9365914038728,71.4,290.9,baixa,SKU-2021,2026-01-05 12:15:54.000000000,12,0,0.6,0.504,0.477
260,0,12,3710,rack_para_rack,armazenagem,armazenagem,65.6,4.0,44.8,38.666666666666664,40.42793313759408,40.4,1261.1,alta,SKU-1995,2026-01-05 12:22:55.000000000,12,0,0.333,0.285,0.329
299,0,12,3710,rack_para_expedicao,armazenagem,expedicao,55.2,38.666666666666664,90.0,30.0,35.86294900187533,35.9,990.2,alta,SKU-2021,2026-01-05 12:36:36.000000000,12,0,0.433,0.253,0.86
326,0,12,3710,rack_para_rack,armazenagem,armazenagem,44.8,15.555555555555555,55.2,32.888888888888886,20.21396656879704,20.2,228.5,normal,SKU-4556,2026-01-05 12:52:02.000000000,12,0,0.167,0.143,0.449
193,0,12,3710,rack_para_expedicao,armazenagem,expedicao,24.0,32.888888888888886,90.0,30.0,66.06319458679201,66.1,297.0,baixa,SKU-5426,2026-01-05 13:00:46.000000000,13,0,0.65,0.466,0.73
197,0,12,3710,rack_para_expedicao,armazenagem,expedicao,65.6,32.888888888888886,90.0,30.0,24.57042284968547,24.6,189.2,baixa,SKU-9529,2026-01-05 13:10:48.000000000,13,0,0.3,0.173,0.975
82,0,12,3710,rack_para_expedicao,armazenagem,expedicao,24.0,56.0,90.0,30.0,70.9365914038728,71.4,805.3,normal,SKU-6311,2026-01-05 13:23:11.000000000,13,0,0.75,0.504,0.705
38,0,12,3710,rack_para_expedicao,armazenagem,expedicao,65.6,15.555555555555555,90.0,30.0,28.354928589376524,28.6,756.6,normal,SKU-2016,2026-01-05 13:46:49.000000000,13,0,0.317,0.202,0.79
34,0,12,3710,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,27.11111111111111,34.91970330647649,34.9,344.8,normal,SKU-6892,2026-01-05 13:52:17.000000000,13,0,0.35,0.246,0.705
261,0,12,8414,rack_para_expedicao,armazenagem,expedicao,65.6,15.555555555555555,90.0,30.0,28.354928589376524,28.6,704.7,normal,SKU-2016,2026-01-05 14:01:48.000000000,14,0,0.333,0.202,0.82
32,0,12,8414,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,32.888888888888886,66.06319458679201,66.1,480.5,normal,SKU-3047,2026-01-05 15:08:11.000000000,15,0,0.567,0.466,0.494
229,0,12,8414,rack_para_rack,armazenagem,armazenagem,44.8,27.11111111111111,44.8,44.44444444444444,17.333333333333332,17.3,1051.3,normal,SKU-6393,2026-01-05 15:12:45.000000000,15,0,0.15,0.122,0.343
219,0,12,8414,rack_para_expedicao,armazenagem,expedicao,44.8,44.44444444444444,90.0,30.0,47.45189116682961,47.6,207.9,normal,SKU-8513,2026-01-05 15:25:30.000000000,15,0,0.417,0.336,0.528
171,0,12,8414,rack_para_expedicao,armazenagem,expedicao,24.0,21.333333333333332,90.0,30.0,66.56659155395529,66.6,382.4,alta,SKU-6734,2026-01-05 15:46:03.000000000,15,0,0.55,0.47,0.475
241,0,12,8414,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,27.11111111111111,45.29222537050201,45.3,903.5,normal,SKU-5887,2026-01-05 16:13:08.000000000,16,0,0.367,0.32,0.338
144,0,12,8414,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,27.11111111111111,45.29222537050201,45.3,1273.9,baixa,SKU-4152,2026-01-05 16:56:50.000000000,16,0,0.383,0.32,0.327
227,0,13,2815,rack_para_rack,armazenagem,armazenagem,24.0,27.11111111111111,44.8,9.777777777777779,27.07553220980973,27.2,1085.5,alta,SKU-1466,2026-01-05 08:17:45.000000000,8,0,0.25,0.192,0.443
327,0,13,2815,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,4.0,52.1444148495311,52.2,766.5,baixa,SKU-2585,2026-01-05 08:26:50.000000000,8,0,0.45,0.368,0.424
114,0,13,2815,rack_para_expedicao,armazenagem,expedicao,55.2,44.44444444444444,90.0,30.0,37.67866737702704,37.7,581.7,normal,SKU-4843,2026-01-05 08:39:50.000000000,8,0,0.367,0.266,0.676
21,0,13,2815,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,21.333333333333332,16.465452046971293,16.5,490.6,alta,SKU-4152,2026-01-05 08:41:57.000000000,8,0,0.15,0.116,0.591
93,0,13,2815,rack_para_expedicao,armazenagem,expedicao,65.6,50.22222222222222,90.0,30.0,31.690665370183353,33.9,460.1,baixa,SKU-9571,2026-01-05 08:58:55.000000000,8,0,0.35,0.239,0.732
353,0,13,2815,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,65.6,9.777777777777779,59.163318632451116,59.5,1446.2,normal,SKU-4556,2026-01-05 09:06:17.000000000,9,0,0.667,0.42,0.69
195,0,13,2815,rack_para_rack,armazenagem,armazenagem,24.0,15.555555555555555,34.4,27.11111111111111,15.546410009951842,15.5,1132.5,baixa,SKU-6191,2026-01-05 09:47:48.000000000,9,0,0.15,0.11,0.444
33,0,13,7407,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,15.555555555555555,28.35492858937652,28.6,401.7,baixa,SKU-6734,2026-01-05 11:14:42.000000000,11,0,0.233,0.202,0.444
297,0,13,7407,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,15.555555555555555,37.67866737702704,37.7,792.4,normal,SKU-9322,2026-01-05 11:29:43.000000000,11,0,0.3,0.266,0.362
41,0,13,7407,rack_para_expedicao,armazenagem,expedicao,65.6,4.0,90.0,30.0,35.65613551690649,35.7,446.8,alta,SKU-1995,2026-01-05 11:53:40.000000000,11,0,0.267,0.252,0.267
72,0,13,7407,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,38.666666666666664,25.8934569169725,25.9,752.8,alta,SKU-2016,2026-01-05 12:39:15.000000000,12,0,0.267,0.183,0.731
322,0,13,7407,rack_para_expedicao,armazenagem,expedicao,65.6,21.333333333333332,90.0,30.0,25.893456916972507,25.9,511.3,normal,SKU-7439,2026-01-05 12:54:49.000000000,12,0,0.3,0.183,0.856
152,0,13,7407,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,4.0,29.5296461204668,29.5,765.1,alta,SKU-8734,2026-01-05 13:46:18.000000000,13,0,0.233,0.208,0.274
270,0,13,7407,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,21.333333333333332,25.8934569169725,25.9,147.3,normal,SKU-8041,2026-01-05 13:54:43.000000000,13,0,0.25,0.183,0.727
94,0,13,7407,rack_para_rack,armazenagem,armazenagem,44.8,27.11111111111111,34.4,21.333333333333332,11.897172607362755,11.9,545.6,normal,SKU-6393,2026-01-05 13:57:37.000000000,13,0,0.117,0.084,0.668
153,0,13,2815,rack_para_expedicao,armazenagem,expedicao,24.0,9.777777777777779,90.0,30.0,69.02853230081702,71.0,1118.1,baixa,SKU-1860,2026-01-05 14:06:39.000000000,14,0,0.817,0.501,0.803
179,0,13,2815,rack_para_rack,armazenagem,armazenagem,34.4,56.0,44.8,56.0,10.399999999999999,10.4,161.9,alta,SKU-5658,2026-01-05 14:17:05.000000000,14,0,0.067,0.073,0.046
194,0,13,2815,rack_para_expedicao,armazenagem,expedicao,76.0,38.666666666666664,90.0,30.0,16.46545204697129,16.5,584.4,normal,SKU-7736,2026-01-05 14:36:45.000000000,14,0,0.167,0.116,0.709
305,0,13,2815,rack_para_expedicao,armazenagem,expedicao,34.4,50.22222222222222,90.0,30.0,59.16331863245112,59.5,767.2,normal,SKU-3734,2026-01-05 15:03:01.000000000,15,0,0.55,0.42,0.536
112,0,13,2815,rack_para_expedicao,armazenagem,expedicao,65.6,38.666666666666664,90.0,30.0,25.893456916972507,25.9,539.0,baixa,SKU-5887,2026-01-05 15:15:45.000000000,15,0,0.25,0.183,0.651
140,0,13,2815,rack_para_expedicao,armazenagem,expedicao,76.0,4.0,90.0,30.0,29.5296461204668,29.5,1345.7,normal,SKU-3062,2026-01-05 15:17:43.000000000,15,0,0.233,0.208,0.212
81,0,13,2815,rack_para_expedicao,armazenagem,expedicao,34.4,21.333333333333332,90.0,30.0,56.27140580357942,56.3,627.9,alta,SKU-9666,2026-01-05 15:28:59.000000000,15,0,0.517,0.397,0.571
149,0,13,2815,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,27.11111111111111,34.91970330647649,34.9,977.4,baixa,SKU-6892,2026-01-05 16:18:08.000000000,16,0,0.3,0.246,0.365
53,0,13,2815,rack_para_expedicao,armazenagem,expedicao,55.2,32.888888888888886,90.0,30.0,34.91970330647649,34.9,663.3,normal,SKU-8555,2026-01-05 16:34:35.000000000,16,0,0.317,0.246,0.508
356,0,13,2815,rack_para_rack,armazenagem,armazenagem,55.2,15.555555555555555,65.6,27.11111111111111,15.546410009951837,15.5,855.2,baixa,SKU-9226,2026-01-05 16:47:47.999999999,16,0,0.133,0.11,0.33
240,0,14,5938,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,76.0,56.0,70.9365914038728,71.4,812.4,alta,SKU-2528,2026-01-05 08:12:12.000000000,8,0,0.633,0.504,0.475
141,0,14,5938,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,56.0,29.5296461204668,29.5,609.3,alta,SKU-3747,2026-01-05 09:05:08.000000000,9,0,0.25,0.208,0.38
218,0,14,5938,rack_para_expedicao,armazenagem,expedicao,65.6,21.333333333333332,90.0,30.0,25.893456916972507,25.9,1164.7,normal,SKU-7439,2026-01-05 09:06:52.000000000,9,0,0.317,0.183,0.885
295,0,14,5938,rack_para_expedicao,armazenagem,expedicao,76.0,21.333333333333332,90.0,30.0,16.465452046971293,16.5,833.5,normal,SKU-6463,2026-01-05 09:09:41.000000000,9,0,0.183,0.116,0.811
139,0,14,5938,rack_para_expedicao,armazenagem,expedicao,65.6,27.11111111111111,90.0,30.0,24.57042284968547,24.6,235.7,normal,SKU-7863,2026-01-05 09:11:10.000000000,9,0,0.3,0.173,0.984
292,0,14,5938,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,9.777777777777779,31.69066537018335,33.9,710.3,normal,SKU-9571,2026-01-05 09:57:17.000000000,9,0,0.333,0.239,0.647
200,0,14,5938,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,27.11111111111111,14.294952920955902,14.3,243.6,normal,SKU-7278,2026-01-05 09:58:54.999999999,9,0,0.15,0.101,0.826
45,0,14,5938,rack_para_rack,armazenagem,armazenagem,55.2,56.0,65.6,9.777777777777779,47.37777777777777,48.7,508.7,normal,SKU-1161,2026-01-05 10:34:52.000000000,10,0,0.4,0.344,0.421
159,0,14,5690,rack_para_rack,armazenagem,armazenagem,34.4,44.44444444444444,55.2,4.0,45.47958977849023,47.9,1373.0,normal,SKU-1189,2026-01-05 11:57:53.000000000,11,0,0.417,0.338,0.334
212,0,14,5690,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,27.11111111111111,14.294952920955902,14.3,703.9,baixa,SKU-1064,2026-01-05 12:26:55.000000000,12,0,0.15,0.101,0.696
160,0,14,5690,rack_para_expedicao,armazenagem,expedicao,76.0,32.888888888888886,90.0,30.0,14.294952920955902,14.3,955.5,alta,SKU-6258,2026-01-05 12:57:58.000000000,12,0,0.2,0.101,1.0
60,0,14,5690,rack_para_expedicao,armazenagem,expedicao,55.2,56.0,90.0,30.0,43.440073664762586,44.2,911.7,normal,SKU-1161,2026-01-05 13:08:56.000000000,13,0,0.467,0.312,0.701
233,0,14,5690,rack_para_expedicao,armazenagem,expedicao,76.0,50.22222222222222,90.0,30.0,24.595492912420728,24.6,1031.1,normal,SKU-7184,2026-01-05 13:15:42.000000000,13,0,0.217,0.174,0.409
316,0,14,5690,rack_para_expedicao,armazenagem,expedicao,76.0,27.11111111111111,90.0,30.0,14.294952920955902,14.3,870.9,normal,SKU-3027,2026-01-05 13:34:41.000000000,13,0,0.2,0.101,1.0
100,0,14,5690,rack_para_expedicao,armazenagem,expedicao,34.4,4.0,90.0,30.0,61.37882370981054,62.9,629.6,baixa,SKU-7420,2026-01-05 13:42:09.000000000,13,0,0.667,0.444,0.76
303,0,14,5690,rack_para_expedicao,armazenagem,expedicao,34.4,4.0,90.0,30.0,61.37882370981054,62.9,1046.0,normal,SKU-7420,2026-01-05 13:44:28.000000000,13,0,0.7,0.444,0.78
16,0,14,6591,rack_para_expedicao,armazenagem,expedicao,55.2,15.555555555555555,90.0,30.0,37.67866737702704,37.7,1325.1,normal,SKU-9226,2026-01-05 14:03:52.000000000,14,0,0.4,0.266,0.692
251,0,14,6591,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,34.4,50.22222222222222,31.69066537018335,33.9,638.7,normal,SKU-8041,2026-01-05 14:30:15.000000000,14,0,0.333,0.239,0.576
106,0,14,6591,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,44.8,56.0,43.440073664762586,44.2,20.0,normal,SKU-6258,2026-01-05 14:40:47.000000000,14,0,0.383,0.312,0.513
6,0,14,6591,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,55.2,9.777777777777779,49.517454211671044,51.8,1203.8,baixa,SKU-8270,2026-01-05 15:01:51.000000000,15,0,0.483,0.365,0.459
13,0,14,6591,rack_para_expedicao,armazenagem,expedicao,44.8,56.0,90.0,30.0,52.1444148495311,52.2,525.3,normal,SKU-7235,2026-01-05 15:13:52.000000000,15,0,0.433,0.368,0.438
105,0,14,6591,recebimento_para_rack,recebimento,armazenagem,10.0,30.0,24.0,38.666666666666664,16.46545204697129,16.5,1422.3,normal,SKU-1189,2026-01-05 15:22:10.000000000,15,0,0.183,0.116,0.647
157,0,14,6591,rack_para_expedicao,armazenagem,expedicao,24.0,32.888888888888886,90.0,30.0,66.06319458679201,66.1,584.9,normal,SKU-5426,2026-01-05 15:52:33.000000000,15,0,0.533,0.466,0.42
329,0,14,6591,rack_para_expedicao,armazenagem,expedicao,65.6,4.0,90.0,30.0,35.65613551690649,35.7,1017.1,normal,SKU-1995,2026-01-05 16:01:45.000000000,16,0,0.267,0.252,0.176
